0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.000367, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.000733, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.001100, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.001467, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.001833, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.002200, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.002567, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.002933, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.003300, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.003667, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.004033, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.004400, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.004767, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.005133, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.005500, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.005867, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.006233, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.006600, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.006967, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.007333, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.007700, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.008067, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.008433, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.008800, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.009167, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.009533, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.009900, 0.000000, 0.000000, 1.000000
0.000000, 0.000000, 0.010267, 0.000000, 0.000000, 1.000000
